age,gender,municipality,education_level,main_activity,income_decile,income_bracket,language_group
0,Males,Vihti,6 Bachelor's or equivalent level,Labour force,V,Medium,Finnish-speaking population
77,Females,Taivassalo,3-8 A post-comprehensive level qualification,Labour force,X,High,Finnish-speaking population
3,Females,Siikajoki,3 Upper secondary education,Employed,I,Low,Finnish-speaking population
0,Males,Oulu,3-8 A post-comprehensive level qualification,"Students, pupils",IX,High,Finnish-speaking population
0,Females,Siikajoki,3-8 A post-comprehensive level qualification,Pensioners,I,Low,Finnish-speaking population
39,Males,Helsinki,9 Basic education,"Students, pupils",II,Low,Finnish-speaking population
0,Males,Lohja,3 Upper secondary education,Persons outside the labour force,IX,High,Finnish-speaking population
0,Females,Laukaa,9 Basic education,Labour force,III,Low,Finnish-speaking population
33,Females,Turku,3-8 A post-comprehensive level qualification,Employed,IV,Medium,Finnish-speaking population
0,Females,Kurikka,3-8 A post-comprehensive level qualification,Pensioners,II,Low,Finnish-speaking population
0,Males,Kirkkonummi,6 Bachelor's or equivalent level,0-14 years old,X,High,Finnish-speaking population
56,Females,Oulu,3 Upper secondary education,Employed,VI,Medium,Finnish-speaking population
59,Females,Janakkala,5 Short-cycle tertiary education,Employed,VIII,High,Finnish-speaking population
67,Males,Helsinki,3-8 A post-comprehensive level qualification,Persons outside the labour force,I,Low,Finnish-speaking population
0,Males,Lahti,3 Upper secondary education,Other persons outside the labour force,VII,Medium,Finnish-speaking population
32,Males,Kotka,3-8 A post-comprehensive level qualification,Unemployed,III,Low,Finnish-speaking population
0,Males,Hämeenlinna,9 Basic education,Labour force,IV,Medium,Finnish-speaking population
0,Males,Kemijärvi,3 Upper secondary education,Employed,I,Low,Finnish-speaking population
0,Females,Kemijärvi,3-8 A post-comprehensive level qualification,Other persons outside the labour force,IX,High,Finnish-speaking population
0,Females,Kaarina,3 Upper secondary education,Labour force,VI,Medium,Finnish-speaking population
0,Females,Keuruu,3 Upper secondary education,Persons outside the labour force,IX,High,Finnish-speaking population
67,Females,Porvoo,3-8 A post-comprehensive level qualification,Labour force,II,Low,Swedish-speaking population
40,Females,Jyväskylä,3 Upper secondary education,Labour force,VIII,High,Finnish-speaking population
0,Females,Vantaa,3 Upper secondary education,Employed,VIII,High,Finnish-speaking population
0,Males,Vaasa,3-8 A post-comprehensive level qualification,Pensioners,VI,Medium,Finnish-speaking population
43,Females,Lahti,3 Upper secondary education,Persons outside the labour force,I,Low,Finnish-speaking population
75,Females,Kaarina,3-8 A post-comprehensive level qualification,Labour force,IV,Medium,Finnish-speaking population
36,Males,Lohja,3-8 A post-comprehensive level qualification,Persons outside the labour force,X,High,Finnish-speaking population
9,Males,Tampere,7 Master's or equivalent level,Employed,IX,High,Finnish-speaking population
59,Males,Parikkala,3-8 A post-comprehensive level qualification,Employed,IV,Medium,Finnish-speaking population
41,Females,Tampere,3-8 A post-comprehensive level qualification,Unemployed,X,High,Finnish-speaking population
67,Males,Lohja,3 Upper secondary education,Pensioners,III,Low,Finnish-speaking population
0,Females,Oulu,6 Bachelor's or equivalent level,Persons outside the labour force,III,Low,Finnish-speaking population
0,Males,Jyväskylä,6 Bachelor's or equivalent level,Employed,IX,High,Finnish-speaking population
10,Males,Rovaniemi,7 Master's or equivalent level,Employed,VI,Medium,Finnish-speaking population
78,Females,Helsinki,3-8 A post-comprehensive level qualification,Labour force,VI,Medium,Finnish-speaking population
0,Males,Puolanka,3-8 A post-comprehensive level qualification,Employed,I,Low,Finnish-speaking population
81,Females,Turku,3-8 A post-comprehensive level qualification,Labour force,VIII,High,Finnish-speaking population
73,Males,Helsinki,6 Bachelor's or equivalent level,Employed,IX,High,Finnish-speaking population
0,Females,Oulu,3 Upper secondary education,Employed,VIII,High,Finnish-speaking population
11,Males,Helsinki,3 Upper secondary education,Persons outside the labour force,IX,High,Finnish-speaking population
0,Males,Riihimäki,5 Short-cycle tertiary education,Employed,VI,Medium,Finnish-speaking population
0,Females,Harjavalta,9 Basic education,0-14 years old,II,Low,Finnish-speaking population
53,Females,Vantaa,7 Master's or equivalent level,Other persons outside the labour force,VI,Medium,Finnish-speaking population
0,Males,Helsinki,5 Short-cycle tertiary education,Persons outside the labour force,V,Medium,Finnish-speaking population
31,Females,Vantaa,3-8 A post-comprehensive level qualification,Pensioners,IX,High,Finnish-speaking population
74,Males,Taipalsaari,3 Upper secondary education,Employed,I,Low,Finnish-speaking population
0,Males,Nurmijärvi,7 Master's or equivalent level,Persons outside the labour force,VIII,High,Finnish-speaking population
0,Females,Siilinjärvi,3 Upper secondary education,Persons outside the labour force,VIII,High,Finnish-speaking population
73,Females,Sotkamo,5 Short-cycle tertiary education,Persons outside the labour force,VIII,High,Finnish-speaking population
0,Females,Vantaa,7 Master's or equivalent level,Persons outside the labour force,VIII,High,Finnish-speaking population
42,Males,Ilmajoki,9 Basic education,Persons outside the labour force,VI,Medium,Finnish-speaking population
0,Males,Nurmes,6 Bachelor's or equivalent level,Pensioners,VI,Medium,Finnish-speaking population
84,Females,Helsinki,6 Bachelor's or equivalent level,Employed,VIII,High,Finnish-speaking population
0,Males,Oulu,3-8 A post-comprehensive level qualification,Pensioners,I,Low,Finnish-speaking population
0,Females,Helsinki,3-8 A post-comprehensive level qualification,Labour force,X,High,Finnish-speaking population
0,Females,Muonio,3 Upper secondary education,Persons outside the labour force,IV,Medium,Finnish-speaking population
0,Males,Mänttä-Vilppula,3-8 A post-comprehensive level qualification,Persons outside the labour force,II,Low,Finnish-speaking population
0,Males,Kuusamo,3-8 A post-comprehensive level qualification,Unemployed,III,Low,Finnish-speaking population
0,Males,Lestijärvi,3-8 A post-comprehensive level qualification,Persons outside the labour force,VI,Medium,Finnish-speaking population
0,Males,Savonlinna,3 Upper secondary education,Labour force,III,Low,Finnish-speaking population
69,Females,Säkylä,3-8 A post-comprehensive level qualification,Pensioners,V,Medium,Finnish-speaking population
0,Females,Laitila,3-8 A post-comprehensive level qualification,Employed,I,Low,Finnish-speaking population
53,Females,Nykarleby,3-8 A post-comprehensive level qualification,Employed,V,Medium,Swedish-speaking population
0,Males,Vantaa,9 Basic education,Labour force,VII,Medium,Finnish-speaking population
0,Males,Helsinki,3-8 A post-comprehensive level qualification,0-14 years old,V,Medium,Finnish-speaking population
76,Females,Helsinki,5 Short-cycle tertiary education,Persons outside the labour force,X,High,Finnish-speaking population
50,Females,Hausjärvi,3 Upper secondary education,Persons outside the labour force,IX,High,Finnish-speaking population
0,Males,Petäjävesi,3-8 A post-comprehensive level qualification,Employed,VI,Medium,Finnish-speaking population
58,Females,Kotka,5 Short-cycle tertiary education,Persons outside the labour force,IX,High,Finnish-speaking population
0,Males,Seinäjoki,3 Upper secondary education,Persons outside the labour force,II,Low,Finnish-speaking population
29,Females,Pori,3-8 A post-comprehensive level qualification,Persons outside the labour force,IV,Medium,Finnish-speaking population
0,Females,Kajaani,3 Upper secondary education,Labour force,VI,Medium,Finnish-speaking population
0,Males,Tuusula,3 Upper secondary education,Persons outside the labour force,IX,High,Finnish-speaking population
0,Females,Savonlinna,3-8 A post-comprehensive level qualification,0-14 years old,VII,Medium,Finnish-speaking population
0,Females,Joensuu,3 Upper secondary education,Employed,III,Low,Finnish-speaking population
13,Females,Kemi,3-8 A post-comprehensive level qualification,Employed,V,Medium,Finnish-speaking population
28,Males,Jyväskylä,9 Basic education,Labour force,VI,Medium,Finnish-speaking population
32,Males,Helsinki,5 Short-cycle tertiary education,Persons outside the labour force,IX,High,Finnish-speaking population
8,Females,Helsinki,7 Master's or equivalent level,Employed,II,Low,Finnish-speaking population
0,Males,Vantaa,9 Basic education,Labour force,VI,Medium,Finnish-speaking population
0,Males,Kuhmo,3-8 A post-comprehensive level qualification,Persons outside the labour force,III,Low,Finnish-speaking population
13,Males,Kirkkonummi,3-8 A post-comprehensive level qualification,Pensioners,III,Low,Swedish-speaking population
7,Males,Rovaniemi,3 Upper secondary education,Employed,IV,Medium,Finnish-speaking population
64,Females,Merijärvi,9 Basic education,Labour force,X,High,Finnish-speaking population
0,Males,Vantaa,9 Basic education,Labour force,V,Medium,Finnish-speaking population
0,Females,Siikalatva,5 Short-cycle tertiary education,Labour force,V,Medium,Finnish-speaking population
33,Males,Lahti,9 Basic education,"Students, pupils",V,Medium,Finnish-speaking population
0,Males,Kerava,3-8 A post-comprehensive level qualification,Persons outside the labour force,VIII,High,Finnish-speaking population
0,Females,Ylitornio,3-8 A post-comprehensive level qualification,Labour force,III,Low,Finnish-speaking population
53,Males,Rauma,9 Basic education,Employed,X,High,Finnish-speaking population
53,Males,Vantaa,3-8 A post-comprehensive level qualification,Labour force,IV,Medium,Finnish-speaking population
0,Females,Helsinki,6 Bachelor's or equivalent level,Employed,VI,Medium,Finnish-speaking population
75,Females,Teuva,3-8 A post-comprehensive level qualification,Persons outside the labour force,IX,High,Finnish-speaking population
32,Males,Oulu,3-8 A post-comprehensive level qualification,Persons outside the labour force,II,Low,Finnish-speaking population
2,Females,Helsinki,3-8 A post-comprehensive level qualification,Employed,X,High,Finnish-speaking population
12,Males,Nousiainen,3-8 A post-comprehensive level qualification,Labour force,VII,Medium,Finnish-speaking population
0,Males,Porvoo,4 Post-secondary non-tertiary education,Labour force,IV,Medium,Finnish-speaking population
0,Males,Espoo,3 Upper secondary education,Labour force,X,High,Finnish-speaking population
44,Females,Kuopio,3 Upper secondary education,Pensioners,IX,High,Finnish-speaking population
0,Females,Tampere,3-8 A post-comprehensive level qualification,Employed,I,Low,Finnish-speaking population
0,Males,Jyväskylä,9 Basic education,Labour force,I,Low,Finnish-speaking population
0,Females,Kuopio,3-8 A post-comprehensive level qualification,Labour force,X,High,Finnish-speaking population
33,Males,Kuopio,3-8 A post-comprehensive level qualification,Employed,I,Low,Finnish-speaking population
21,Males,Jyväskylä,3-8 A post-comprehensive level qualification,Employed,I,Low,Finnish-speaking population
0,Females,Vaasa,5 Short-cycle tertiary education,Persons outside the labour force,IX,High,Finnish-speaking population
0,Females,Siilinjärvi,7 Master's or equivalent level,Employed,IX,High,Finnish-speaking population
72,Males,Helsinki,3-8 A post-comprehensive level qualification,Labour force,II,Low,Finnish-speaking population
0,Males,Äänekoski,3 Upper secondary education,Persons outside the labour force,IX,High,Finnish-speaking population
73,Females,Turku,3 Upper secondary education,Labour force,III,Low,Finnish-speaking population
65,Males,Jomala,3 Upper secondary education,0-14 years old,I,Low,Swedish-speaking population
0,Females,Tampere,3 Upper secondary education,Persons outside the labour force,VII,Medium,Finnish-speaking population
21,Males,Helsinki,3-8 A post-comprehensive level qualification,Pensioners,I,Low,Finnish-speaking population
83,Males,Äänekoski,3-8 A post-comprehensive level qualification,Pensioners,I,Low,Finnish-speaking population
45,Males,Pirkkala,9 Basic education,Labour force,X,High,Finnish-speaking population
71,Males,Pargas,3 Upper secondary education,Employed,III,Low,Swedish-speaking population
0,Males,Heinola,3-8 A post-comprehensive level qualification,Pensioners,VIII,High,Finnish-speaking population
0,Females,Tuusula,6 Bachelor's or equivalent level,Employed,VI,Medium,Finnish-speaking population
0,Males,Espoo,6 Bachelor's or equivalent level,Employed,X,High,Finnish-speaking population
76,Females,Hämeenlinna,3-8 A post-comprehensive level qualification,Persons outside the labour force,V,Medium,Finnish-speaking population
0,Males,Helsinki,3-8 A post-comprehensive level qualification,Employed,III,Low,Finnish-speaking population
