Area,Income decile,value
MK07 Päijät-Häme,VIII,18515.0
MK08 Kymenlaakso,VIII,14876.0
MK09 South Karelia,VIII,11643.0
MK10 South Savo,VIII,11159.0
MK11 North Savo,VIII,22825.0
MK12 North Karelia,VIII,13218.0
MK13 Central Finland,VIII,24426.0
MK14 South Ostrobothnia,VIII,17560.0
MK15 Ostrobothnia,VIII,18220.0
MK16 Central Ostrobothnia,VIII,6147.0
MK17 North Ostrobothnia,VIII,37793.0
MK18 Kainuu,VIII,6248.0
MK19 Lapland,VIII,17767.0
MK21 Åland,VIII,3688.0
HVA01 East Uusimaa wellbeing services county,VIII,11706.0
HVA02 Central Uusimaa wellbeing services county,VIII,24625.0
HVA03 West Uusimaa wellbeing services county,VIII,53461.0
HVA04 Vantaa and Kerava wellbeing services county,VIII,31013.0
HVA05 Southwest Finland wellbeing services county,VIII,48424.0
HVA06 Satakunta wellbeing services county,VIII,19784.0
HVA07 Kanta-Häme wellbeing services county,VIII,17418.0
HVA08 Pirkanmaa wellbeing services county,VIII,53110.0
HVA09 Päijät-Häme wellbeing services county,VIII,18515.0
HVA10 Kymenlaakso wellbeing services county,VIII,14876.0
HVA11 South Karelia wellbeing services county,VIII,11643.0
HVA12 South Savo wellbeing services county,VIII,11159.0
HVA13 North Savo wellbeing services county,VIII,22825.0
HVA14 North Karelia wellbeing services county,VIII,13218.0
HVA15 Central Finland wellbeing services county,VIII,24426.0
HVA16 South Ostrobothnia wellbeing services county,VIII,17560.0
HVA17 Ostrobothnia wellbeing services county,VIII,18220.0
HVA18 Central Ostrobothnia wellbeing services county,VIII,6147.0
HVA19 North Ostrobothnia wellbeing services county,VIII,37793.0
HVA20 Kainuu wellbeing services county,VIII,6248.0
HVA21 Lapland wellbeing services county,VIII,17767.0
HVA90 City of Helsinki,VIII,66919.0
HVA91 Åland,VIII,3688.0
SK011 Helsinki,VIII,174793.0
SK014 Raasepori,VIII,4160.0
SK015 Porvoo,VIII,7041.0
SK016 Loviisa,VIII,1730.0
SK021 Åboland-Turunmaa,VIII,2240.0
SK022 Salo,VIII,5378.0
SK023 Turku,VIII,35063.0
SK024 Vakka-Suomi,VIII,2901.0
SK025 Loimaa,VIII,2842.0
SK041 Rauma,VIII,6881.0
SK043 Pori,VIII,11477.0
SK044 Pohjois-Satakunta,VIII,1426.0
SK051 Hämeenlinna,VIII,9772.0
SK052 Riihimäki,VIII,4823.0
SK053 Forssa,VIII,2823.0
SK061 Luoteis-Pirkanmaa,VIII,1162.0
SK063 Etelä-Pirkanmaa,VIII,3960.0
SK064 Tampere,VIII,43856.0
SK068 Lounais-Pirkanmaa,VIII,2390.0
SK069 Ylä-Pirkanmaa,VIII,1742.0
SK071 Lahti,VIII,18515.0
SK081 Kouvola,VIII,7496.0
SK082 Kotka-Hamina,VIII,7380.0
SK091 Lappeenranta,VIII,8134.0
SK093 Imatra,VIII,3509.0
SK101 Mikkeli,VIII,6040.0
SK103 Savonlinna,VIII,3180.0
SK105 Pieksämäki,VIII,1939.0
SK111 Ylä-Savo,VIII,4228.0
SK112 Kuopio,VIII,14103.0
SK113 Koillis-Savo,VIII,496.0
SK114 Varkaus,VIII,2946.0
SK115 Sisä-Savo,VIII,1052.0
SK122 Joensuu,VIII,10797.0
SK124 Keski-Karjala,VIII,1142.0
SK125 Pielisen Karjala,VIII,1279.0
SK131 Jyväskylä,VIII,17698.0
SK132 Joutsa,VIII,379.0
SK133 Keuruu,VIII,858.0
SK134 Jämsä,VIII,1752.0
SK135 Äänekoski,VIII,1693.0
SK138 Saarijärvi-Viitasaari,VIII,2046.0
SK141 Suupohja,VIII,1776.0
SK142 Seinäjoki,VIII,12737.0
SK144 Kuusiokunnat,VIII,1494.0
SK146 Järviseutu,VIII,1553.0
SK152 Vaasa,VIII,11707.0
SK153 Sydösterbotten,VIII,1549.0
SK154 Jakobstadsregionen,VIII,4964.0
SK161 Kaustinen,VIII,1162.0
SK162 Kokkola,VIII,4985.0
SK171 Oulu,VIII,25053.0
SK173 Oulunkaari,VIII,1723.0
SK174 Raahe,VIII,2945.0
SK175 Haapavesi-Siikalatva,VIII,1031.0
SK176 Nivala-Haapajärvi,VIII,2134.0
SK177 Ylivieska,VIII,3352.0
SK178 Koillismaa,VIII,1555.0
SK181 Kehys-Kainuu,VIII,1520.0
SK182 Kajaani,VIII,4728.0
SK191 Rovaniemi,VIII,6877.0
SK192 Kemi-Tornio,VIII,5452.0
SK193 Torniolaakso,VIII,691.0
SK194 Itä-Lappi,VIII,1292.0
SK196 Tunturi-Lappi,VIII,1541.0
SK197 Pohjois-Lappi,VIII,1914.0
SK211 Mariehamns stad,VIII,1362.0
SK212 Ålands landsbygd,VIII,2124.0
SK213 Ålands skärgård,VIII,202.0
Akaa,IX,1342.0
Alajärvi,IX,590.0
Alavieska,IX,196.0
Alavus,IX,514.0
Asikkala,IX,689.0
Askola,IX,518.0
Aura,IX,423.0
Brändö,IX,48.0
Eckerö,IX,135.0
Enonkoski,IX,90.0
Enontekiö,IX,158.0
Espoo,IX,43668.0
Eura,IX,1061.0
Eurajoki,IX,1158.0
Evijärvi,IX,189.0
Finström,IX,292.0
Forssa,IX,1092.0
Föglö,IX,51.0
Geta,IX,45.0
Haapajärvi,IX,380.0
Haapavesi,IX,374.0
Hailuoto,IX,93.0
Halsua,IX,80.0
Hamina,IX,1647.0
Hammarland,IX,186.0
Hankasalmi,IX,363.0
Hanko,IX,793.0
Harjavalta,IX,471.0
Hartola,IX,147.0
Hattula,IX,1064.0
Hausjärvi,IX,815.0
Heinola,IX,1249.0
Heinävesi,IX,220.0
Helsinki,IX,82603.0
Hirvensalmi,IX,225.0
Hollola,IX,2228.0
Huittinen,IX,744.0
Humppila,IX,145.0
Hyrynsalmi,IX,140.0
Hyvinkää,IX,5215.0
Hämeenkyrö,IX,866.0
Hämeenlinna,IX,6625.0
Ii,IX,763.0
Iisalmi,IX,1393.0
Iitti,IX,502.0
Ikaalinen,IX,472.0
Ilmajoki,IX,1043.0
Ilomantsi,IX,263.0
Imatra,IX,1876.0
Inari,IX,654.0
Ingå,IX,739.0
Isojoki,IX,144.0
Isokyrö,IX,379.0
Janakkala,IX,1678.0
Joensuu,IX,5445.0
Jokioinen,IX,487.0
Jomala,IX,951.0
Joroinen,IX,410.0
Joutsa,IX,307.0
Juuka,IX,267.0
Juupajoki,IX,156.0
Juva,IX,496.0
Jyväskylä,IX,12218.0
Jämijärvi,IX,134.0
Jämsä,IX,1483.0
Järvenpää,IX,5703.0
Kaarina,IX,4550.0
Kaavi,IX,157.0
Kajaani,IX,2940.0
Kalajoki,IX,941.0
Kangasala,IX,3651.0
Kangasniemi,IX,353.0
Kankaanpää,IX,863.0
Kannonkoski,IX,64.0
Kannus,IX,390.0
Karijoki,IX,69.0
Karkkila,IX,691.0
Karstula,IX,243.0
Karvia,IX,127.0
Kaskinen,IX,113.0
Kauhajoki,IX,884.0
Kauhava,IX,1096.0
Kauniainen,IX,1366.0
Kaustinen,IX,375.0
Keitele,IX,132.0
Kemi,IX,1385.0
Kemijärvi,IX,479.0
Keminmaa,IX,874.0
Kimitoön,IX,592.0
Kempele,IX,2127.0
Kerava,IX,4106.0
Keuruu,IX,554.0
Kihniö,IX,113.0
Kinnula,IX,72.0
Kirkkonummi,IX,5876.0
Kitee,IX,607.0
Kittilä,IX,687.0
Kiuruvesi,IX,430.0
Kivijärvi,IX,48.0
Kokemäki,IX,549.0
Kokkola,IX,3890.0
Kolari,IX,292.0
Konnevesi,IX,171.0
Kontiolahti,IX,1340.0
Korsnäs,IX,156.0
Koski Tl,IX,177.0
Kotka,IX,4206.0
Kouvola,IX,6641.0
Kristinestad,IX,519.0
Kronoby,IX,593.0
Kuhmo,IX,421.0
Kuhmoinen,IX,147.0
Kumlinge,IX,33.0
Kuopio,IX,10894.0
Kuortane,IX,293.0
Kurikka,IX,1411.0
Kustavi,IX,85.0
Kuusamo,IX,1068.0
Kyyjärvi,IX,70.0
Kärkölä,IX,336.0
Kärsämäki,IX,144.0
Kökar,IX,18.0
Lahti,IX,9915.0
Laihia,IX,772.0
Laitila,IX,661.0
Lapinjärvi,IX,241.0
Lapinlahti,IX,634.0
Lappajärvi,IX,180.0
Lappeenranta,IX,6074.0
Lapua,IX,1076.0
Laukaa,IX,1673.0
Lemi,IX,262.0
Lemland,IX,297.0
Lempäälä,IX,3215.0
Leppävirta,IX,796.0
Lestijärvi,IX,55.0
Lieksa,IX,576.0
Lieto,IX,2744.0
Liminka,IX,792.0
Liperi,IX,949.0
Lohja,IX,5193.0
Loimaa,IX,1209.0
Loppi,IX,783.0
Loviisa,IX,1564.0
Luhanka,IX,44.0
Lumijoki,IX,169.0
Lumparland,IX,36.0
Larsmo,IX,385.0
Luumäki,IX,400.0
Malax,IX,499.0
Mariehamn,IX,1507.0
Marttila,IX,157.0
Masku,IX,1397.0
Merijärvi,IX,68.0
Merikarvia,IX,243.0
Miehikkälä,IX,142.0
Mikkeli,IX,4124.0
Muhos,IX,610.0
Multia,IX,110.0
Muonio,IX,208.0
Korsholm,IX,2341.0
Muurame,IX,1275.0
Mynämäki,IX,695.0
Myrskylä,IX,122.0
Mäntsälä,IX,2422.0
Mänttä-Vilppula,IX,563.0
Mäntyharju,IX,582.0
Naantali,IX,2443.0
Nakkila,IX,430.0
Nivala,IX,651.0
Nokia,IX,3768.0
Nousiainen,IX,521.0
Nurmes,IX,581.0
Nurmijärvi,IX,6168.0
Närpes,IX,812.0
Orimattila,IX,1318.0
Oripää,IX,96.0
Orivesi,IX,719.0
Oulainen,IX,479.0
Oulu,IX,20385.0
Outokumpu,IX,339.0
Padasjoki,IX,176.0
Paimio,IX,1177.0
Paltamo,IX,250.0
Pargas,IX,1677.0
Parikkala,IX,297.0
Parkano,IX,345.0
Pedersöre,IX,777.0
Pelkosenniemi,IX,96.0
Pello,IX,228.0
Perho,IX,126.0
Petäjävesi,IX,318.0
Pieksämäki,IX,1055.0
Pielavesi,IX,228.0
Jakobstad,IX,1493.0
Pihtipudas,IX,217.0
Pirkkala,IX,2958.0
Polvijärvi,IX,240.0
Pomarkku,IX,118.0
Pori,IX,6683.0
Pornainen,IX,692.0
Porvoo,IX,6492.0
Posio,IX,175.0
Pudasjärvi,IX,397.0
Pukkila,IX,179.0
Punkalaidun,IX,163.0
Puolanka,IX,163.0
Puumala,IX,205.0
Pyhtää,IX,543.0
Pyhäjoki,IX,321.0
Pyhäjärvi,IX,338.0
Pyhäntä,IX,82.0
Pyhäranta,IX,177.0
Pälkäne,IX,629.0
Pöytyä,IX,621.0
Raahe,IX,2032.0
Raseborg,IX,2327.0
Raisio,IX,2624.0
Rantasalmi,IX,247.0
Ranua,IX,219.0
Rauma,IX,3964.0
Rautalampi,IX,195.0
Rautavaara,IX,45.0
Rautjärvi,IX,267.0
Reisjärvi,IX,197.0
Riihimäki,IX,2707.0
Ristijärvi,IX,107.0
Rovaniemi,IX,5937.0
Ruokolahti,IX,460.0
Ruovesi,IX,285.0
Rusko,IX,785.0
Rääkkylä,IX,114.0
Saarijärvi,IX,548.0
Salla,IX,255.0
Salo,IX,4282.0
Saltvik,IX,204.0
Sastamala,IX,1927.0
Sauvo,IX,325.0
Savitaipale,IX,249.0
Savonlinna,IX,2257.0
Savukoski,IX,84.0
Seinäjoki,IX,5480.0
Sievi,IX,264.0
Siikainen,IX,74.0
Siikajoki,IX,440.0
Siikalatva,IX,311.0
Siilinjärvi,IX,1980.0
Simo,IX,289.0
Sipoo,IX,3217.0
Siuntio,IX,857.0
Sodankylä,IX,829.0
Soini,IX,127.0
Somero,IX,722.0
Sonkajärvi,IX,241.0
Sotkamo,IX,1006.0
Sottunga,IX,12.0
Sulkava,IX,164.0
Sund,IX,89.0
Suomussalmi,IX,473.0
Suonenjoki,IX,463.0
Sysmä,IX,275.0
Säkylä,IX,527.0
Taipalsaari,IX,472.0
Taivalkoski,IX,249.0
Taivassalo,IX,181.0
Tammela,IX,622.0
Tampere,IX,23332.0
Tervo,IX,120.0
Tervola,IX,256.0
Teuva,IX,308.0
Tohmajärvi,IX,265.0
Toholampi,IX,190.0
Toivakka,IX,167.0
Tornio,IX,2054.0
Turku,IX,16545.0
Tuusniemi,IX,170.0
Tuusula,IX,5649.0
Tyrnävä,IX,419.0
Ulvila,IX,1103.0
Urjala,IX,317.0
Utajärvi,IX,176.0
Utsjoki,IX,123.0
Uurainen,IX,257.0
Nykarleby,IX,558.0
Uusikaupunki,IX,1154.0
Vaala,IX,175.0
Vaasa,IX,6681.0
Valkeakoski,IX,1963.0
Vantaa,IX,27963.0
Varkaus,IX,1348.0
Vehmaa,IX,183.0
Vesanto,IX,109.0
Vesilahti,IX,591.0
Veteli,IX,179.0
Vieremä,IX,260.0
Vihti,IX,3639.0
Viitasaari,IX,402.0
Vimpeli,IX,208.0
Virolahti,IX,242.0
Virrat,IX,460.0
Vårdö,IX,68.0
Vörå,IX,596.0
Ylitornio,IX,331.0
Ylivieska,IX,1053.0
Ylöjärvi,IX,3653.0
Ypäjä,IX,180.0
Ähtäri,IX,291.0
Äänekoski,IX,1389.0
MK01 Uusimaa,IX,218003.0
MK02 Southwest Finland,IX,46203.0
MK04 Satakunta,IX,18249.0
MK05 Kanta-Häme,IX,16198.0
MK06 Pirkanmaa,IX,51635.0
MK07 Päijät-Häme,IX,16835.0
MK08 Kymenlaakso,IX,13421.0
MK09 South Karelia,IX,10357.0
MK10 South Savo,IX,9798.0
MK11 North Savo,IX,20005.0
MK12 North Karelia,IX,11206.0
MK13 Central Finland,IX,21993.0
MK14 South Ostrobothnia,IX,14282.0
MK15 Ostrobothnia,IX,16295.0
MK16 Central Ostrobothnia,IX,5285.0
MK17 North Ostrobothnia,IX,35694.0
MK18 Kainuu,IX,5500.0
MK19 Lapland,IX,15613.0
MK21 Åland,IX,3972.0
HVA01 East Uusimaa wellbeing services county,IX,12333.0
HVA02 Central Uusimaa wellbeing services county,IX,25849.0
HVA03 West Uusimaa wellbeing services county,IX,65149.0
HVA04 Vantaa and Kerava wellbeing services county,IX,32069.0
HVA05 Southwest Finland wellbeing services county,IX,46203.0
HVA06 Satakunta wellbeing services county,IX,18249.0
HVA07 Kanta-Häme wellbeing services county,IX,16198.0
HVA08 Pirkanmaa wellbeing services county,IX,51635.0
HVA09 Päijät-Häme wellbeing services county,IX,16835.0
HVA10 Kymenlaakso wellbeing services county,IX,13421.0
HVA11 South Karelia wellbeing services county,IX,10357.0
HVA12 South Savo wellbeing services county,IX,9798.0
HVA13 North Savo wellbeing services county,IX,20005.0
HVA14 North Karelia wellbeing services county,IX,11206.0
HVA15 Central Finland wellbeing services county,IX,21993.0
HVA16 South Ostrobothnia wellbeing services county,IX,14282.0
HVA17 Ostrobothnia wellbeing services county,IX,16295.0
HVA18 Central Ostrobothnia wellbeing services county,IX,5285.0
HVA19 North Ostrobothnia wellbeing services county,IX,35694.0
HVA20 Kainuu wellbeing services county,IX,5500.0
HVA21 Lapland wellbeing services county,IX,15613.0
HVA90 City of Helsinki,IX,82603.0
HVA91 Åland,IX,3972.0
SK011 Helsinki,IX,205028.0
SK014 Raasepori,IX,3859.0
SK015 Porvoo,IX,7311.0
SK016 Loviisa,IX,1805.0
SK021 Åboland-Turunmaa,IX,2269.0
SK022 Salo,IX,5004.0
SK023 Turku,IX,33806.0
SK024 Vakka-Suomi,IX,2441.0
SK025 Loimaa,IX,2683.0
SK041 Rauma,IX,6710.0
SK043 Pori,IX,10341.0
SK044 Pohjois-Satakunta,IX,1198.0
SK051 Hämeenlinna,IX,9367.0
SK052 Riihimäki,IX,4305.0
SK053 Forssa,IX,2526.0
SK061 Luoteis-Pirkanmaa,IX,930.0
SK063 Etelä-Pirkanmaa,IX,3622.0
SK064 Tampere,IX,43529.0
SK068 Lounais-Pirkanmaa,IX,2090.0
SK069 Ylä-Pirkanmaa,IX,1464.0
SK071 Lahti,IX,16835.0
SK081 Kouvola,IX,6641.0
SK082 Kotka-Hamina,IX,6780.0
SK091 Lappeenranta,IX,7457.0
SK093 Imatra,IX,2900.0
SK101 Mikkeli,IX,5489.0
SK103 Savonlinna,IX,2758.0
SK105 Pieksämäki,IX,1551.0
SK111 Ylä-Savo,IX,3318.0
SK112 Kuopio,IX,12874.0
SK113 Koillis-Savo,IX,372.0
SK114 Varkaus,IX,2554.0
SK115 Sisä-Savo,IX,887.0
SK122 Joensuu,IX,9063.0
SK124 Keski-Karjala,IX,986.0
SK125 Pielisen Karjala,IX,1157.0
SK131 Jyväskylä,IX,16271.0
SK132 Joutsa,IX,351.0
SK133 Keuruu,IX,664.0
SK134 Jämsä,IX,1483.0
SK135 Äänekoski,IX,1560.0
SK138 Saarijärvi-Viitasaari,IX,1664.0
SK141 Suupohja,IX,1405.0
SK142 Seinäjoki,IX,10485.0
SK144 Kuusiokunnat,IX,1098.0
SK146 Järviseutu,IX,1294.0
SK152 Vaasa,IX,11045.0
SK153 Sydösterbotten,IX,1444.0
SK154 Jakobstadsregionen,IX,3806.0
SK161 Kaustinen,IX,1005.0
SK162 Kokkola,IX,4280.0
SK171 Oulu,IX,24595.0
SK173 Oulunkaari,IX,1511.0
SK174 Raahe,IX,2793.0
SK175 Haapavesi-Siikalatva,IX,767.0
SK176 Nivala-Haapajärvi,IX,1710.0
SK177 Ylivieska,IX,3001.0
SK178 Koillismaa,IX,1317.0
SK181 Kehys-Kainuu,IX,1197.0
SK182 Kajaani,IX,4303.0
SK191 Rovaniemi,IX,6156.0
SK192 Kemi-Tornio,IX,4858.0
SK193 Torniolaakso,IX,559.0
SK194 Itä-Lappi,IX,1089.0
SK196 Tunturi-Lappi,IX,1345.0
SK197 Pohjois-Lappi,IX,1606.0
SK211 Mariehamns stad,IX,1507.0
SK212 Ålands landsbygd,IX,2235.0
SK213 Ålands skärgård,IX,230.0
Akaa,X,995.0
Alajärvi,X,517.0
Alavieska,X,115.0
Alavus,X,525.0
Asikkala,X,655.0
Askola,X,472.0
Aura,X,227.0
Brändö,X,87.0
Eckerö,X,121.0
Enonkoski,X,87.0
Enontekiö,X,111.0
Espoo,X,67475.0
Eura,X,717.0
Eurajoki,X,919.0
Evijärvi,X,153.0
Finström,X,241.0
Forssa,X,770.0
Föglö,X,44.0
Geta,X,42.0
Haapajärvi,X,262.0
Haapavesi,X,310.0
Hailuoto,X,66.0
Halsua,X,62.0
Hamina,X,1236.0
Hammarland,X,179.0
Hankasalmi,X,249.0
Hanko,X,469.0
Harjavalta,X,382.0
Hartola,X,182.0
Hattula,X,867.0
Hausjärvi,X,654.0
Heinola,X,1105.0
Heinävesi,X,184.0
Helsinki,X,117164.0
Hirvensalmi,X,171.0
Hollola,X,2111.0
Huittinen,X,598.0
Humppila,X,123.0
Hyrynsalmi,X,75.0
Hyvinkää,X,4701.0
Hämeenkyrö,X,687.0
Hämeenlinna,X,5478.0
Ii,X,506.0
Iisalmi,X,1173.0
Iitti,X,441.0
Ikaalinen,X,377.0
Ilmajoki,X,752.0
Ilomantsi,X,185.0
Imatra,X,1241.0
Inari,X,582.0
Ingå,X,804.0
Isojoki,X,128.0
Isokyrö,X,316.0
Janakkala,X,1163.0
Joensuu,X,4335.0
Jokioinen,X,296.0
Jomala,X,930.0
Joroinen,X,349.0
Joutsa,X,236.0
Juuka,X,165.0
Juupajoki,X,161.0
Juva,X,404.0
Jyväskylä,X,10139.0
Jämijärvi,X,71.0
Jämsä,X,1079.0
Järvenpää,X,4787.0
Kaarina,X,4393.0
Kaavi,X,147.0
Kajaani,X,1822.0
Kalajoki,X,761.0
Kangasala,X,3033.0
Kangasniemi,X,400.0
Kankaanpää,X,746.0
Kannonkoski,X,46.0
Kannus,X,280.0
Karijoki,X,79.0
Karkkila,X,502.0
Karstula,X,224.0
Karvia,X,132.0
Kaskinen,X,56.0
Kauhajoki,X,617.0
Kauhava,X,911.0
Kauniainen,X,4611.0
Kaustinen,X,212.0
Keitele,X,96.0
Kemi,X,775.0
Kemijärvi,X,289.0
Keminmaa,X,512.0
Kimitoön,X,489.0
Kempele,X,1661.0
Kerava,X,3313.0
Keuruu,X,406.0
Kihniö,X,105.0
Kinnula,X,52.0
Kirkkonummi,X,7122.0
Kitee,X,539.0
Kittilä,X,511.0
Kiuruvesi,X,411.0
Kivijärvi,X,38.0
Kokemäki,X,346.0
Kokkola,X,3033.0
Kolari,X,251.0
Konnevesi,X,177.0
Kontiolahti,X,1055.0
Korsnäs,X,119.0
Koski Tl,X,164.0
Kotka,X,2974.0
Kouvola,X,4876.0
Kristinestad,X,483.0
Kronoby,X,378.0
Kuhmo,X,306.0
Kuhmoinen,X,136.0
Kumlinge,X,49.0
Kuopio,X,10042.0
Kuortane,X,211.0
Kurikka,X,1155.0
Kustavi,X,149.0
Kuusamo,X,844.0
Kyyjärvi,X,45.0
Kärkölä,X,255.0
Kärsämäki,X,113.0
Kökar,X,35.0
Lahti,X,8461.0
Laihia,X,575.0
Laitila,X,559.0
Lapinjärvi,X,191.0
Lapinlahti,X,507.0
Lappajärvi,X,133.0
Lappeenranta,X,4794.0
Lapua,X,938.0
Laukaa,X,1078.0
Lemi,X,178.0
Lemland,X,350.0
Lempäälä,X,2882.0
Leppävirta,X,715.0
Lestijärvi,X,59.0
Lieksa,X,446.0
Lieto,X,2406.0
Liminka,X,627.0
Liperi,X,766.0
Lohja,X,4297.0
Loimaa,X,975.0
Loppi,X,589.0
Loviisa,X,1173.0
Luhanka,X,106.0
Lumijoki,X,113.0
Lumparland,X,44.0
Larsmo,X,342.0
Luumäki,X,329.0
Malax,X,390.0
Mariehamn,X,1637.0
Marttila,X,143.0
Masku,X,1144.0
Merijärvi,X,26.0
Merikarvia,X,169.0
Miehikkälä,X,87.0
Mikkeli,X,3331.0
Muhos,X,488.0
Multia,X,74.0
Muonio,X,142.0
Korsholm,X,1784.0
Muurame,X,1128.0
Mynämäki,X,484.0
Myrskylä,X,130.0
Mäntsälä,X,1898.0
Mänttä-Vilppula,X,425.0
Mäntyharju,X,479.0
Naantali,X,3092.0
Nakkila,X,300.0
Nivala,X,514.0
Nokia,X,2719.0
Nousiainen,X,363.0
Nurmes,X,376.0
Nurmijärvi,X,5706.0
Närpes,X,721.0
Orimattila,X,1098.0
Oripää,X,123.0
Orivesi,X,660.0
Oulainen,X,294.0
Oulu,X,17949.0
Outokumpu,X,261.0
Padasjoki,X,175.0
Paimio,X,937.0
Paltamo,X,127.0
Pargas,X,1562.0
Parikkala,X,242.0
Parkano,X,332.0
Pedersöre,X,669.0
Pelkosenniemi,X,47.0
Pello,X,168.0
Perho,X,105.0
Petäjävesi,X,246.0
Pieksämäki,X,854.0
Pielavesi,X,229.0
Jakobstad,X,1135.0
Pihtipudas,X,129.0
Pirkkala,X,3061.0
Polvijärvi,X,181.0
Pomarkku,X,129.0
Pori,X,5250.0
Pornainen,X,592.0
Porvoo,X,6757.0
Posio,X,98.0
Pudasjärvi,X,259.0
Pukkila,X,157.0
Punkalaidun,X,199.0
Puolanka,X,86.0
Puumala,X,231.0
Pyhtää,X,471.0
Pyhäjoki,X,161.0
Pyhäjärvi,X,206.0
Pyhäntä,X,94.0
Pyhäranta,X,111.0
Pälkäne,X,424.0
Pöytyä,X,482.0
Raahe,X,1149.0
Raseborg,X,1913.0
Raisio,X,2171.0
Rantasalmi,X,210.0
Ranua,X,137.0
Rauma,X,3250.0
Rautalampi,X,145.0
Rautavaara,X,71.0
Rautjärvi,X,138.0
Reisjärvi,X,150.0
Riihimäki,X,2003.0
Ristijärvi,X,87.0
Rovaniemi,X,4453.0
Ruokolahti,X,365.0
Ruovesi,X,284.0
Rusko,X,727.0
Rääkkylä,X,134.0
Saarijärvi,X,423.0
Salla,X,174.0
Salo,X,3640.0
Saltvik,X,207.0
Sastamala,X,1497.0
Sauvo,X,274.0
Savitaipale,X,216.0
Savonlinna,X,1751.0
Savukoski,X,41.0
Seinäjoki,X,4803.0
Sievi,X,271.0
Siikainen,X,84.0
Siikajoki,X,300.0
Siikalatva,X,193.0
Siilinjärvi,X,1460.0
Simo,X,160.0
Sipoo,X,4006.0
Siuntio,X,912.0
Sodankylä,X,505.0
Soini,X,96.0
Somero,X,550.0
Sonkajärvi,X,194.0
Sotkamo,X,798.0
Sottunga,X,22.0
Sulkava,X,172.0
Sund,X,102.0
Suomussalmi,X,264.0
Suonenjoki,X,415.0
Sysmä,X,309.0
Säkylä,X,481.0
Taipalsaari,X,477.0
Taivalkoski,X,131.0
Taivassalo,X,115.0
Tammela,X,525.0
Tampere,X,23306.0
Tervo,X,85.0
Tervola,X,179.0
Teuva,X,238.0
Tohmajärvi,X,212.0
Toholampi,X,169.0
Toivakka,X,198.0
Tornio,X,1447.0
Turku,X,16769.0
Tuusniemi,X,131.0
Tuusula,X,6037.0
Tyrnävä,X,274.0
Ulvila,X,846.0
Urjala,X,267.0
Utajärvi,X,111.0
Utsjoki,X,71.0
Uurainen,X,152.0
Nykarleby,X,579.0
Uusikaupunki,X,872.0
Vaala,X,99.0
Vaasa,X,5323.0
Valkeakoski,X,1205.0
Vantaa,X,24167.0
Varkaus,X,1126.0
Vehmaa,X,116.0
Vesanto,X,102.0
Vesilahti,X,483.0
Veteli,X,138.0
Vieremä,X,230.0
Vihti,X,3505.0
Viitasaari,X,266.0
Vimpeli,X,136.0
Virolahti,X,123.0
Virrat,X,436.0
Vårdö,X,48.0
Vörå,X,509.0
Ylitornio,X,257.0
Ylivieska,X,696.0
Ylöjärvi,X,3078.0
Ypäjä,X,145.0
Ähtäri,X,289.0
Äänekoski,X,800.0
MK01 Uusimaa,X,272861.0
MK02 Southwest Finland,X,43037.0
MK04 Satakunta,X,14420.0
MK05 Kanta-Häme,X,12613.0
MK06 Pirkanmaa,X,46752.0
MK07 Päijät-Häme,X,14792.0
MK08 Kymenlaakso,X,9767.0
MK09 South Karelia,X,7980.0
MK10 South Savo,X,8090.0
MK11 North Savo,X,17628.0
MK12 North Karelia,X,8839.0
MK13 Central Finland,X,17291.0
MK14 South Ostrobothnia,X,11997.0
MK15 Ostrobothnia,X,13063.0
MK16 Central Ostrobothnia,X,4058.0
MK17 North Ostrobothnia,X,28743.0
MK18 Kainuu,X,3565.0
MK19 Lapland,X,10910.0
MK21 Åland,X,4138.0
HVA01 East Uusimaa wellbeing services county,X,12886.0
HVA02 Central Uusimaa wellbeing services county,X,23721.0
HVA03 West Uusimaa wellbeing services county,X,91610.0
HVA04 Vantaa and Kerava wellbeing services county,X,27480.0
HVA05 Southwest Finland wellbeing services county,X,43037.0
HVA06 Satakunta wellbeing services county,X,14420.0
HVA07 Kanta-Häme wellbeing services county,X,12613.0
HVA08 Pirkanmaa wellbeing services county,X,46752.0
HVA09 Päijät-Häme wellbeing services county,X,14792.0
HVA10 Kymenlaakso wellbeing services county,X,9767.0
HVA11 South Karelia wellbeing services county,X,7980.0
HVA12 South Savo wellbeing services county,X,8090.0
HVA13 North Savo wellbeing services county,X,17628.0
HVA14 North Karelia wellbeing services county,X,8839.0
HVA15 Central Finland wellbeing services county,X,17291.0
HVA16 South Ostrobothnia wellbeing services county,X,11997.0
HVA17 Ostrobothnia wellbeing services county,X,13063.0
HVA18 Central Ostrobothnia wellbeing services county,X,4058.0
HVA19 North Ostrobothnia wellbeing services county,X,28743.0
HVA20 Kainuu wellbeing services county,X,3565.0
HVA21 Lapland wellbeing services county,X,10910.0
HVA90 City of Helsinki,X,117164.0
HVA91 Åland,X,4138.0
SK011 Helsinki,X,260795.0
SK014 Raasepori,X,3186.0
SK015 Porvoo,X,7516.0
SK016 Loviisa,X,1364.0
SK021 Åboland-Turunmaa,X,2051.0
SK022 Salo,X,4190.0
SK023 Turku,X,32760.0
SK024 Vakka-Suomi,X,1922.0
SK025 Loimaa,X,2114.0
SK041 Rauma,X,5367.0
SK043 Pori,X,8020.0
