Area,Education,value
Toivakka,5 Short-cycle tertiary education,163.0
Toivakka,6 Bachelor's or equivalent level,223.0
Toivakka,7 Master's or equivalent level,123.0
Toivakka,8 Doctoral or equivalent level,9.0
Toivakka,9 Basic education,518.0
Tornio,Total,17704.0
Tornio,3-8 A post-comprehensive level qualification,13458.0
Tornio,3 Upper secondary education,8389.0
Tornio,4 Post-secondary non-tertiary education,202.0
Tornio,5 Short-cycle tertiary education,1534.0
Tornio,6 Bachelor's or equivalent level,2111.0
Tornio,7 Master's or equivalent level,1176.0
Tornio,8 Doctoral or equivalent level,46.0
Tornio,9 Basic education,4246.0
Turku,Total,181156.0
Turku,3-8 A post-comprehensive level qualification,139123.0
Turku,3 Upper secondary education,71331.0
Turku,4 Post-secondary non-tertiary education,1582.0
Turku,5 Short-cycle tertiary education,12316.0
Turku,6 Bachelor's or equivalent level,26147.0
Turku,7 Master's or equivalent level,23915.0
Turku,8 Doctoral or equivalent level,3832.0
Turku,9 Basic education,42033.0
Tuusniemi,Total,2100.0
Tuusniemi,3-8 A post-comprehensive level qualification,1515.0
Tuusniemi,3 Upper secondary education,1040.0
Tuusniemi,4 Post-secondary non-tertiary education,32.0
Tuusniemi,5 Short-cycle tertiary education,196.0
Tuusniemi,6 Bachelor's or equivalent level,163.0
Tuusniemi,7 Master's or equivalent level,81.0
Tuusniemi,8 Doctoral or equivalent level,3.0
Tuusniemi,9 Basic education,585.0
Tuusula,Total,35173.0
Tuusula,3-8 A post-comprehensive level qualification,26199.0
Tuusula,3 Upper secondary education,13458.0
Tuusula,4 Post-secondary non-tertiary education,684.0
Tuusula,5 Short-cycle tertiary education,3129.0
Tuusula,6 Bachelor's or equivalent level,4842.0
Tuusula,7 Master's or equivalent level,3807.0
Tuusula,8 Doctoral or equivalent level,279.0
Tuusula,9 Basic education,8974.0
Tyrnävä,Total,4707.0
Tyrnävä,3-8 A post-comprehensive level qualification,3506.0
Tyrnävä,3 Upper secondary education,2286.0
Tyrnävä,4 Post-secondary non-tertiary education,64.0
Tyrnävä,5 Short-cycle tertiary education,287.0
Tyrnävä,6 Bachelor's or equivalent level,562.0
Tyrnävä,7 Master's or equivalent level,284.0
Tyrnävä,8 Doctoral or equivalent level,23.0
Tyrnävä,9 Basic education,1201.0
Ulvila,Total,10439.0
Ulvila,3-8 A post-comprehensive level qualification,7965.0
Ulvila,3 Upper secondary education,4723.0
Ulvila,4 Post-secondary non-tertiary education,168.0
Ulvila,5 Short-cycle tertiary education,927.0
Ulvila,6 Bachelor's or equivalent level,1380.0
Ulvila,7 Master's or equivalent level,720.0
Ulvila,8 Doctoral or equivalent level,47.0
Ulvila,9 Basic education,2474.0
Urjala,Total,3962.0
Urjala,3-8 A post-comprehensive level qualification,2739.0
Urjala,3 Upper secondary education,1847.0
Urjala,4 Post-secondary non-tertiary education,51.0
Urjala,5 Short-cycle tertiary education,338.0
Urjala,6 Bachelor's or equivalent level,325.0
Urjala,7 Master's or equivalent level,165.0
Urjala,8 Doctoral or equivalent level,13.0
Urjala,9 Basic education,1223.0
Utajärvi,Total,2110.0
Utajärvi,3-8 A post-comprehensive level qualification,1521.0
Utajärvi,3 Upper secondary education,1133.0
Utajärvi,4 Post-secondary non-tertiary education,23.0
Utajärvi,5 Short-cycle tertiary education,132.0
Utajärvi,6 Bachelor's or equivalent level,146.0
Utajärvi,7 Master's or equivalent level,85.0
Utajärvi,8 Doctoral or equivalent level,2.0
Utajärvi,9 Basic education,589.0
Utsjoki,Total,1000.0
Utsjoki,3-8 A post-comprehensive level qualification,705.0
Utsjoki,3 Upper secondary education,417.0
Utsjoki,4 Post-secondary non-tertiary education,13.0
Utsjoki,5 Short-cycle tertiary education,74.0
Utsjoki,6 Bachelor's or equivalent level,98.0
Utsjoki,7 Master's or equivalent level,94.0
Utsjoki,8 Doctoral or equivalent level,9.0
Utsjoki,9 Basic education,295.0
Uurainen,Total,2784.0
Uurainen,3-8 A post-comprehensive level qualification,2074.0
Uurainen,3 Upper secondary education,1321.0
Uurainen,4 Post-secondary non-tertiary education,36.0
Uurainen,5 Short-cycle tertiary education,197.0
Uurainen,6 Bachelor's or equivalent level,328.0
Uurainen,7 Master's or equivalent level,178.0
Uurainen,8 Doctoral or equivalent level,14.0
Uurainen,9 Basic education,710.0
Nykarleby,Total,6152.0
Nykarleby,3-8 A post-comprehensive level qualification,4284.0
Nykarleby,3 Upper secondary education,2563.0
Nykarleby,4 Post-secondary non-tertiary education,69.0
Nykarleby,5 Short-cycle tertiary education,516.0
Nykarleby,6 Bachelor's or equivalent level,687.0
Nykarleby,7 Master's or equivalent level,431.0
Nykarleby,8 Doctoral or equivalent level,18.0
Nykarleby,9 Basic education,1868.0
Uusikaupunki,Total,12926.0
Uusikaupunki,3-8 A post-comprehensive level qualification,9245.0
Uusikaupunki,3 Upper secondary education,5957.0
Uusikaupunki,4 Post-secondary non-tertiary education,183.0
Uusikaupunki,5 Short-cycle tertiary education,1249.0
Uusikaupunki,6 Bachelor's or equivalent level,1166.0
Uusikaupunki,7 Master's or equivalent level,660.0
Uusikaupunki,8 Doctoral or equivalent level,30.0
Uusikaupunki,9 Basic education,3681.0
Vaala,Total,2299.0
Vaala,3-8 A post-comprehensive level qualification,1648.0
Vaala,3 Upper secondary education,1148.0
Vaala,4 Post-secondary non-tertiary education,25.0
Vaala,5 Short-cycle tertiary education,205.0
Vaala,6 Bachelor's or equivalent level,163.0
Vaala,7 Master's or equivalent level,98.0
Vaala,8 Doctoral or equivalent level,9.0
Vaala,9 Basic education,651.0
Vaasa,Total,60636.0
Vaasa,3-8 A post-comprehensive level qualification,46750.0
Vaasa,3 Upper secondary education,23858.0
Vaasa,4 Post-secondary non-tertiary education,572.0
Vaasa,5 Short-cycle tertiary education,4937.0
Vaasa,6 Bachelor's or equivalent level,9219.0
Vaasa,7 Master's or equivalent level,7546.0
Vaasa,8 Doctoral or equivalent level,618.0
Vaasa,9 Basic education,13886.0
Valkeakoski,Total,17895.0
Valkeakoski,3-8 A post-comprehensive level qualification,13428.0
Valkeakoski,3 Upper secondary education,8054.0
Valkeakoski,4 Post-secondary non-tertiary education,251.0
Valkeakoski,5 Short-cycle tertiary education,1756.0
Valkeakoski,6 Bachelor's or equivalent level,2073.0
Valkeakoski,7 Master's or equivalent level,1215.0
Valkeakoski,8 Doctoral or equivalent level,79.0
Valkeakoski,9 Basic education,4467.0
Vantaa,Total,210489.0
Vantaa,3-8 A post-comprehensive level qualification,143528.0
Vantaa,3 Upper secondary education,74486.0
Vantaa,4 Post-secondary non-tertiary education,2605.0
Vantaa,5 Short-cycle tertiary education,14368.0
Vantaa,6 Bachelor's or equivalent level,28835.0
Vantaa,7 Master's or equivalent level,21400.0
Vantaa,8 Doctoral or equivalent level,1834.0
Vantaa,9 Basic education,66961.0
Varkaus,Total,17509.0
Varkaus,3-8 A post-comprehensive level qualification,12698.0
Varkaus,3 Upper secondary education,7896.0
Varkaus,4 Post-secondary non-tertiary education,231.0
Varkaus,5 Short-cycle tertiary education,1823.0
Varkaus,6 Bachelor's or equivalent level,1821.0
Varkaus,7 Master's or equivalent level,890.0
Varkaus,8 Doctoral or equivalent level,37.0
Varkaus,9 Basic education,4811.0
Vehmaa,Total,1942.0
Vehmaa,3-8 A post-comprehensive level qualification,1363.0
Vehmaa,3 Upper secondary education,928.0
Vehmaa,4 Post-secondary non-tertiary education,33.0
Vehmaa,5 Short-cycle tertiary education,184.0
Vehmaa,6 Bachelor's or equivalent level,139.0
Vehmaa,7 Master's or equivalent level,76.0
Vehmaa,8 Doctoral or equivalent level,3.0
Vehmaa,9 Basic education,579.0
Vesanto,Total,1699.0
Vesanto,3-8 A post-comprehensive level qualification,1095.0
Vesanto,3 Upper secondary education,761.0
Vesanto,4 Post-secondary non-tertiary education,21.0
Vesanto,5 Short-cycle tertiary education,129.0
Vesanto,6 Bachelor's or equivalent level,94.0
Vesanto,7 Master's or equivalent level,82.0
Vesanto,8 Doctoral or equivalent level,8.0
Vesanto,9 Basic education,604.0
Vesilahti,Total,3671.0
Vesilahti,3-8 A post-comprehensive level qualification,2884.0
Vesilahti,3 Upper secondary education,1518.0
Vesilahti,4 Post-secondary non-tertiary education,58.0
Vesilahti,5 Short-cycle tertiary education,302.0
Vesilahti,6 Bachelor's or equivalent level,521.0
Vesilahti,7 Master's or equivalent level,441.0
Vesilahti,8 Doctoral or equivalent level,44.0
Vesilahti,9 Basic education,787.0
Veteli,Total,2540.0
Veteli,3-8 A post-comprehensive level qualification,1798.0
Veteli,3 Upper secondary education,1191.0
Veteli,4 Post-secondary non-tertiary education,25.0
Veteli,5 Short-cycle tertiary education,219.0
Veteli,6 Bachelor's or equivalent level,236.0
Veteli,7 Master's or equivalent level,125.0
Veteli,8 Doctoral or equivalent level,2.0
Veteli,9 Basic education,742.0
Vieremä,Total,2871.0
Vieremä,3-8 A post-comprehensive level qualification,2136.0
Vieremä,3 Upper secondary education,1478.0
Vieremä,4 Post-secondary non-tertiary education,38.0
Vieremä,5 Short-cycle tertiary education,228.0
Vieremä,6 Bachelor's or equivalent level,249.0
Vieremä,7 Master's or equivalent level,140.0
Vieremä,8 Doctoral or equivalent level,3.0
Vieremä,9 Basic education,735.0
Vihti,Total,24162.0
Vihti,3-8 A post-comprehensive level qualification,17815.0
Vihti,3 Upper secondary education,9591.0
Vihti,4 Post-secondary non-tertiary education,463.0
Vihti,5 Short-cycle tertiary education,2234.0
Vihti,6 Bachelor's or equivalent level,3054.0
Vihti,7 Master's or equivalent level,2291.0
Vihti,8 Doctoral or equivalent level,182.0
Vihti,9 Basic education,6347.0
Viitasaari,Total,5121.0
Viitasaari,3-8 A post-comprehensive level qualification,3606.0
Viitasaari,3 Upper secondary education,2452.0
Viitasaari,4 Post-secondary non-tertiary education,66.0
Viitasaari,5 Short-cycle tertiary education,466.0
Viitasaari,6 Bachelor's or equivalent level,386.0
Viitasaari,7 Master's or equivalent level,227.0
Viitasaari,8 Doctoral or equivalent level,9.0
Viitasaari,9 Basic education,1515.0
Vimpeli,Total,2288.0
Vimpeli,3-8 A post-comprehensive level qualification,1654.0
Vimpeli,3 Upper secondary education,1074.0
Vimpeli,4 Post-secondary non-tertiary education,28.0
Vimpeli,5 Short-cycle tertiary education,202.0
Vimpeli,6 Bachelor's or equivalent level,213.0
Vimpeli,7 Master's or equivalent level,134.0
Vimpeli,8 Doctoral or equivalent level,3.0
Vimpeli,9 Basic education,634.0
Virolahti,Total,2552.0
Virolahti,3-8 A post-comprehensive level qualification,1809.0
Virolahti,3 Upper secondary education,1215.0
Virolahti,4 Post-secondary non-tertiary education,20.0
Virolahti,5 Short-cycle tertiary education,256.0
Virolahti,6 Bachelor's or equivalent level,197.0
Virolahti,7 Master's or equivalent level,116.0
Virolahti,8 Doctoral or equivalent level,5.0
Virolahti,9 Basic education,743.0
Virrat,Total,5510.0
Virrat,3-8 A post-comprehensive level qualification,3875.0
Virrat,3 Upper secondary education,2536.0
Virrat,4 Post-secondary non-tertiary education,58.0
Virrat,5 Short-cycle tertiary education,554.0
Virrat,6 Bachelor's or equivalent level,462.0
Virrat,7 Master's or equivalent level,254.0
Virrat,8 Doctoral or equivalent level,11.0
Virrat,9 Basic education,1635.0
Vårdö,Total,394.0
Vårdö,3-8 A post-comprehensive level qualification,264.0
Vårdö,3 Upper secondary education,148.0
Vårdö,4 Post-secondary non-tertiary education,5.0
Vårdö,5 Short-cycle tertiary education,38.0
Vårdö,6 Bachelor's or equivalent level,43.0
Vårdö,7 Master's or equivalent level,29.0
Vårdö,8 Doctoral or equivalent level,1.0
Vårdö,9 Basic education,130.0
Vörå,Total,5179.0
Vörå,3-8 A post-comprehensive level qualification,3769.0
Vörå,3 Upper secondary education,2185.0
Vörå,4 Post-secondary non-tertiary education,63.0
Vörå,5 Short-cycle tertiary education,488.0
Vörå,6 Bachelor's or equivalent level,616.0
Vörå,7 Master's or equivalent level,402.0
Vörå,8 Doctoral or equivalent level,15.0
Vörå,9 Basic education,1410.0
Ylitornio,Total,3351.0
Ylitornio,3-8 A post-comprehensive level qualification,2357.0
Ylitornio,3 Upper secondary education,1618.0
Ylitornio,4 Post-secondary non-tertiary education,34.0
Ylitornio,5 Short-cycle tertiary education,286.0
Ylitornio,6 Bachelor's or equivalent level,268.0
Ylitornio,7 Master's or equivalent level,147.0
Ylitornio,8 Doctoral or equivalent level,4.0
Ylitornio,9 Basic education,994.0
Ylivieska,Total,12425.0
Ylivieska,3-8 A post-comprehensive level qualification,9508.0
Ylivieska,3 Upper secondary education,5937.0
Ylivieska,4 Post-secondary non-tertiary education,169.0
Ylivieska,5 Short-cycle tertiary education,896.0
Ylivieska,6 Bachelor's or equivalent level,1689.0
Ylivieska,7 Master's or equivalent level,783.0
Ylivieska,8 Doctoral or equivalent level,34.0
Ylivieska,9 Basic education,2917.0
Ylöjärvi,Total,27219.0
Ylöjärvi,3-8 A post-comprehensive level qualification,21350.0
Ylöjärvi,3 Upper secondary education,11423.0
Ylöjärvi,4 Post-secondary non-tertiary education,520.0
Ylöjärvi,5 Short-cycle tertiary education,2348.0
Ylöjärvi,6 Bachelor's or equivalent level,3884.0
Ylöjärvi,7 Master's or equivalent level,2956.0
Ylöjärvi,8 Doctoral or equivalent level,219.0
Ylöjärvi,9 Basic education,5869.0
Ypäjä,Total,1954.0
Ypäjä,3-8 A post-comprehensive level qualification,1424.0
Ypäjä,3 Upper secondary education,953.0
Ypäjä,4 Post-secondary non-tertiary education,41.0
Ypäjä,5 Short-cycle tertiary education,181.0
Ypäjä,6 Bachelor's or equivalent level,159.0
Ypäjä,7 Master's or equivalent level,81.0
Ypäjä,8 Doctoral or equivalent level,9.0
Ypäjä,9 Basic education,530.0
Ähtäri,Total,4600.0
Ähtäri,3-8 A post-comprehensive level qualification,3324.0
Ähtäri,3 Upper secondary education,2172.0
Ähtäri,4 Post-secondary non-tertiary education,98.0
Ähtäri,5 Short-cycle tertiary education,439.0
Ähtäri,6 Bachelor's or equivalent level,375.0
Ähtäri,7 Master's or equivalent level,232.0
Ähtäri,8 Doctoral or equivalent level,8.0
Ähtäri,9 Basic education,1276.0
Äänekoski,Total,15262.0
Äänekoski,3-8 A post-comprehensive level qualification,11063.0
Äänekoski,3 Upper secondary education,7486.0
Äänekoski,4 Post-secondary non-tertiary education,211.0
Äänekoski,5 Short-cycle tertiary education,1388.0
Äänekoski,6 Bachelor's or equivalent level,1193.0
Äänekoski,7 Master's or equivalent level,747.0
Äänekoski,8 Doctoral or equivalent level,38.0
Äänekoski,9 Basic education,4199.0
