Area,Age,value
Espoo,72,2326.0
Espoo,73,2314.0
Espoo,74,2256.0
Espoo,75,2280.0
Espoo,76,2285.0
Espoo,77,2388.0
Espoo,78,2371.0
Espoo,79,2341.0
Espoo,80,2031.0
Espoo,81,1533.0
Espoo,82,1360.0
Espoo,83,1084.0
Espoo,84,1407.0
Espoo,85,880.0
Espoo,86,905.0
Espoo,87,801.0
Espoo,88,686.0
Espoo,89,526.0
Espoo,90,445.0
Espoo,91,358.0
Espoo,92,301.0
Espoo,93,251.0
Espoo,94,163.0
Espoo,95,162.0
Espoo,96,114.0
Espoo,97,79.0
Espoo,98,38.0
Espoo,99,20.0
Espoo,100 -,33.0
Eura,Total,11005.0
Eura,0,70.0
Eura,1,92.0
Eura,2,80.0
Eura,3,80.0
Eura,4,87.0
Eura,5,68.0
Eura,6,81.0
Eura,7,90.0
Eura,8,95.0
Eura,9,138.0
Eura,10,100.0
Eura,11,130.0
Eura,12,132.0
Eura,13,123.0
Eura,14,130.0
Eura,15,136.0
Eura,16,142.0
Eura,17,135.0
Eura,18,114.0
Eura,19,107.0
Eura,20,92.0
Eura,21,63.0
Eura,22,83.0
Eura,23,64.0
Eura,24,73.0
Eura,25,76.0
Eura,26,86.0
Eura,27,94.0
Eura,28,84.0
Eura,29,91.0
Eura,30,101.0
Eura,31,131.0
Eura,32,108.0
Eura,33,105.0
Eura,34,110.0
Eura,35,105.0
Eura,36,118.0
Eura,37,133.0
Eura,38,108.0
Eura,39,126.0
Eura,40,134.0
Eura,41,143.0
Eura,42,141.0
Eura,43,151.0
Eura,44,144.0
Eura,45,121.0
Eura,46,122.0
Eura,47,121.0
Eura,48,151.0
Eura,49,127.0
Eura,50,126.0
Eura,51,112.0
Eura,52,119.0
Eura,53,124.0
Eura,54,150.0
Eura,55,144.0
Eura,56,158.0
Eura,57,160.0
Eura,58,151.0
Eura,59,153.0
Eura,60,157.0
Eura,61,160.0
Eura,62,165.0
Eura,63,188.0
Eura,64,147.0
Eura,65,155.0
Eura,66,146.0
Eura,67,165.0
Eura,68,148.0
Eura,69,145.0
Eura,70,160.0
Eura,71,144.0
Eura,72,170.0
Eura,73,166.0
Eura,74,158.0
Eura,75,189.0
Eura,76,152.0
Eura,77,180.0
Eura,78,170.0
Eura,79,148.0
Eura,80,127.0
Eura,81,98.0
Eura,82,83.0
Eura,83,66.0
Eura,84,102.0
Eura,85,68.0
Eura,86,71.0
Eura,87,71.0
Eura,88,44.0
Eura,89,48.0
Eura,90,48.0
Eura,91,29.0
Eura,92,25.0
Eura,93,18.0
Eura,94,14.0
Eura,95,15.0
Eura,96,13.0
Eura,97,9.0
Eura,98,5.0
Eura,99,3.0
Eura,100 -,2.0
Eurajoki,Total,8920.0
Eurajoki,0,57.0
Eurajoki,1,52.0
Eurajoki,2,54.0
Eurajoki,3,75.0
Eurajoki,4,66.0
Eurajoki,5,78.0
Eurajoki,6,75.0
Eurajoki,7,93.0
Eurajoki,8,87.0
Eurajoki,9,111.0
Eurajoki,10,111.0
Eurajoki,11,103.0
Eurajoki,12,118.0
Eurajoki,13,108.0
Eurajoki,14,118.0
Eurajoki,15,116.0
Eurajoki,16,135.0
Eurajoki,17,121.0
Eurajoki,18,111.0
Eurajoki,19,96.0
Eurajoki,20,61.0
Eurajoki,21,49.0
Eurajoki,22,52.0
Eurajoki,23,48.0
Eurajoki,24,40.0
Eurajoki,25,55.0
Eurajoki,26,54.0
Eurajoki,27,49.0
Eurajoki,28,53.0
Eurajoki,29,85.0
Eurajoki,30,88.0
Eurajoki,31,74.0
Eurajoki,32,72.0
Eurajoki,33,105.0
Eurajoki,34,90.0
Eurajoki,35,107.0
Eurajoki,36,86.0
Eurajoki,37,93.0
Eurajoki,38,92.0
Eurajoki,39,114.0
Eurajoki,40,106.0
Eurajoki,41,111.0
Eurajoki,42,115.0
Eurajoki,43,129.0
Eurajoki,44,112.0
Eurajoki,45,127.0
Eurajoki,46,127.0
Eurajoki,47,117.0
Eurajoki,48,143.0
Eurajoki,49,142.0
Eurajoki,50,141.0
Eurajoki,51,98.0
Eurajoki,52,99.0
Eurajoki,53,125.0
Eurajoki,54,109.0
Eurajoki,55,116.0
Eurajoki,56,95.0
Eurajoki,57,122.0
Eurajoki,58,127.0
Eurajoki,59,131.0
Eurajoki,60,120.0
Eurajoki,61,147.0
Eurajoki,62,141.0
Eurajoki,63,128.0
Eurajoki,64,116.0
Eurajoki,65,111.0
Eurajoki,66,118.0
Eurajoki,67,105.0
Eurajoki,68,108.0
Eurajoki,69,108.0
Eurajoki,70,114.0
Eurajoki,71,124.0
Eurajoki,72,134.0
Eurajoki,73,135.0
Eurajoki,74,141.0
Eurajoki,75,140.0
Eurajoki,76,131.0
Eurajoki,77,150.0
Eurajoki,78,127.0
Eurajoki,79,117.0
Eurajoki,80,91.0
Eurajoki,81,71.0
Eurajoki,82,73.0
Eurajoki,83,49.0
Eurajoki,84,70.0
Eurajoki,85,52.0
Eurajoki,86,43.0
Eurajoki,87,35.0
Eurajoki,88,42.0
Eurajoki,89,33.0
Eurajoki,90,24.0
Eurajoki,91,21.0
Eurajoki,92,9.0
Eurajoki,93,10.0
Eurajoki,94,10.0
Eurajoki,95,7.0
Eurajoki,96,6.0
Eurajoki,97,6.0
Eurajoki,98,3.0
Eurajoki,99,2.0
Eurajoki,100 -,4.0
Evijärvi,Total,2267.0
Evijärvi,0,15.0
Evijärvi,1,8.0
Evijärvi,2,11.0
Evijärvi,3,14.0
Evijärvi,4,21.0
Evijärvi,5,20.0
Evijärvi,6,19.0
Evijärvi,7,26.0
Evijärvi,8,26.0
Evijärvi,9,22.0
Evijärvi,10,23.0
Evijärvi,11,16.0
Evijärvi,12,38.0
Evijärvi,13,28.0
Evijärvi,14,35.0
Evijärvi,15,37.0
Evijärvi,16,30.0
Evijärvi,17,21.0
Evijärvi,18,24.0
Evijärvi,19,21.0
Evijärvi,20,14.0
Evijärvi,21,10.0
Evijärvi,22,21.0
Evijärvi,23,9.0
Evijärvi,24,9.0
Evijärvi,25,11.0
Evijärvi,26,7.0
Evijärvi,27,14.0
Evijärvi,28,14.0
Evijärvi,29,18.0
Evijärvi,30,20.0
Evijärvi,31,25.0
Evijärvi,32,17.0
Evijärvi,33,21.0
Evijärvi,34,20.0
Evijärvi,35,23.0
Evijärvi,36,28.0
Evijärvi,37,30.0
Evijärvi,38,26.0
Evijärvi,39,30.0
Evijärvi,40,30.0
Evijärvi,41,41.0
Evijärvi,42,33.0
Evijärvi,43,30.0
Evijärvi,44,31.0
Evijärvi,45,19.0
Evijärvi,46,27.0
Evijärvi,47,40.0
Evijärvi,48,19.0
Evijärvi,49,29.0
Evijärvi,50,17.0
Evijärvi,51,23.0
Evijärvi,52,27.0
Evijärvi,53,23.0
Evijärvi,54,24.0
Evijärvi,55,25.0
Evijärvi,56,32.0
Evijärvi,57,35.0
Evijärvi,58,27.0
Evijärvi,59,42.0
Evijärvi,60,26.0
Evijärvi,61,28.0
Evijärvi,62,41.0
Evijärvi,63,34.0
Evijärvi,64,33.0
Evijärvi,65,34.0
Evijärvi,66,30.0
Evijärvi,67,41.0
Evijärvi,68,30.0
Evijärvi,69,41.0
Evijärvi,70,36.0
Evijärvi,71,47.0
Evijärvi,72,36.0
Evijärvi,73,33.0
Evijärvi,74,31.0
Evijärvi,75,22.0
Evijärvi,76,25.0
Evijärvi,77,32.0
Evijärvi,78,34.0
Evijärvi,79,31.0
Evijärvi,80,28.0
Evijärvi,81,29.0
Evijärvi,82,23.0
Evijärvi,83,12.0
Evijärvi,84,23.0
Evijärvi,85,14.0
Evijärvi,86,7.0
Evijärvi,87,15.0
Evijärvi,88,13.0
Evijärvi,89,12.0
Evijärvi,90,2.0
Evijärvi,91,6.0
Evijärvi,92,7.0
Evijärvi,93,2.0
Evijärvi,94,2.0
Evijärvi,95,4.0
Evijärvi,96,3.0
Evijärvi,97,3.0
Evijärvi,98,1.0
Evijärvi,99,0.0
Evijärvi,100 -,0.0
Finström,Total,2625.0
Finström,0,21.0
Finström,1,17.0
Finström,2,35.0
Finström,3,21.0
Finström,4,33.0
Finström,5,21.0
Finström,6,27.0
Finström,7,21.0
Finström,8,36.0
Finström,9,31.0
Finström,10,27.0
Finström,11,29.0
Finström,12,38.0
Finström,13,39.0
Finström,14,33.0
Finström,15,35.0
Finström,16,36.0
Finström,17,34.0
Finström,18,31.0
Finström,19,31.0
Finström,20,26.0
Finström,21,14.0
Finström,22,17.0
Finström,23,25.0
Finström,24,21.0
Finström,25,20.0
Finström,26,16.0
Finström,27,18.0
Finström,28,22.0
Finström,29,30.0
Finström,30,38.0
Finström,31,22.0
Finström,32,27.0
Finström,33,28.0
Finström,34,36.0
Finström,35,45.0
Finström,36,39.0
Finström,37,43.0
Finström,38,33.0
Finström,39,28.0
Finström,40,37.0
Finström,41,42.0
Finström,42,36.0
Finström,43,33.0
Finström,44,35.0
Finström,45,33.0
Finström,46,27.0
Finström,47,19.0
Finström,48,27.0
Finström,49,39.0
Finström,50,38.0
Finström,51,33.0
Finström,52,35.0
Finström,53,32.0
Finström,54,32.0
Finström,55,45.0
Finström,56,34.0
Finström,57,33.0
Finström,58,40.0
Finström,59,27.0
Finström,60,36.0
Finström,61,46.0
Finström,62,36.0
Finström,63,38.0
Finström,64,37.0
Finström,65,28.0
Finström,66,21.0
Finström,67,34.0
Finström,68,31.0
Finström,69,31.0
Finström,70,27.0
Finström,71,32.0
Finström,72,40.0
Finström,73,26.0
Finström,74,22.0
Finström,75,30.0
Finström,76,36.0
Finström,77,23.0
Finström,78,34.0
Finström,79,18.0
Finström,80,22.0
Finström,81,23.0
Finström,82,13.0
Finström,83,12.0
Finström,84,15.0
Finström,85,21.0
Finström,86,14.0
Finström,87,19.0
Finström,88,8.0
Finström,89,8.0
Finström,90,3.0
Finström,91,5.0
Finström,92,4.0
Finström,93,4.0
Finström,94,3.0
Finström,95,0.0
Finström,96,2.0
Finström,97,1.0
Finström,98,0.0
Finström,99,0.0
Finström,100 -,1.0
Forssa,Total,16307.0
Forssa,0,89.0
Forssa,1,67.0
Forssa,2,90.0
Forssa,3,99.0
Forssa,4,111.0
Forssa,5,104.0
Forssa,6,112.0
Forssa,7,121.0
Forssa,8,123.0
Forssa,9,128.0
Forssa,10,138.0
Forssa,11,126.0
Forssa,12,160.0
Forssa,13,129.0
Forssa,14,174.0
Forssa,15,130.0
Forssa,16,188.0
Forssa,17,184.0
Forssa,18,196.0
Forssa,19,180.0
Forssa,20,157.0
Forssa,21,161.0
Forssa,22,172.0
Forssa,23,152.0
Forssa,24,132.0
Forssa,25,164.0
Forssa,26,159.0
Forssa,27,153.0
Forssa,28,130.0
Forssa,29,152.0
Forssa,30,151.0
Forssa,31,147.0
Forssa,32,164.0
Forssa,33,172.0
Forssa,34,167.0
Forssa,35,163.0
Forssa,36,185.0
Forssa,37,173.0
Forssa,38,158.0
Forssa,39,161.0
Forssa,40,193.0
Forssa,41,171.0
Forssa,42,197.0
Forssa,43,194.0
Forssa,44,209.0
Forssa,45,174.0
Forssa,46,190.0
Forssa,47,199.0
Forssa,48,181.0
Forssa,49,191.0
Forssa,50,185.0
Forssa,51,183.0
Forssa,52,161.0
Forssa,53,152.0
Forssa,54,194.0
Forssa,55,184.0
Forssa,56,172.0
Forssa,57,225.0
Forssa,58,198.0
Forssa,59,223.0
Forssa,60,215.0
Forssa,61,229.0
Forssa,62,223.0
Forssa,63,237.0
Forssa,64,268.0
Forssa,65,222.0
Forssa,66,227.0
Forssa,67,255.0
Forssa,68,285.0
Forssa,69,257.0
Forssa,70,269.0
Forssa,71,284.0
Forssa,72,262.0
Forssa,73,216.0
Forssa,74,269.0
Forssa,75,274.0
Forssa,76,273.0
Forssa,77,300.0
Forssa,78,290.0
Forssa,79,289.0
Forssa,80,220.0
Forssa,81,160.0
Forssa,82,157.0
Forssa,83,123.0
Forssa,84,146.0
Forssa,85,97.0
Forssa,86,120.0
Forssa,87,110.0
Forssa,88,96.0
Forssa,89,77.0
Forssa,90,63.0
Forssa,91,53.0
Forssa,92,38.0
Forssa,93,26.0
Forssa,94,30.0
Forssa,95,21.0
Forssa,96,10.0
Forssa,97,8.0
Forssa,98,3.0
Forssa,99,3.0
Forssa,100 -,4.0
Föglö,Total,512.0
Föglö,0,2.0
Föglö,1,0.0
Föglö,2,4.0
Föglö,3,1.0
Föglö,4,7.0
Föglö,5,5.0
Föglö,6,9.0
Föglö,7,7.0
Föglö,8,3.0
Föglö,9,7.0
Föglö,10,9.0
Föglö,11,5.0
Föglö,12,7.0
Föglö,13,5.0
Föglö,14,7.0
Föglö,15,5.0
Föglö,16,3.0
Föglö,17,5.0
Föglö,18,3.0
Föglö,19,1.0
Föglö,20,3.0
Föglö,21,6.0
Föglö,22,4.0
Föglö,23,4.0
Föglö,24,5.0
Föglö,25,4.0
Föglö,26,4.0
Föglö,27,1.0
Föglö,28,7.0
Föglö,29,2.0
Föglö,30,0.0
Föglö,31,7.0
Föglö,32,4.0
Föglö,33,3.0
Föglö,34,11.0
Föglö,35,4.0
Föglö,36,7.0
Föglö,37,6.0
Föglö,38,7.0
Föglö,39,3.0
Föglö,40,9.0
Föglö,41,6.0
Föglö,42,4.0
Föglö,43,3.0
Föglö,44,6.0
Föglö,45,9.0
Föglö,46,5.0
Föglö,47,6.0
Föglö,48,3.0
Föglö,49,10.0
Föglö,50,7.0
Föglö,51,8.0
Föglö,52,5.0
Föglö,53,7.0
Föglö,54,7.0
Föglö,55,5.0
Föglö,56,3.0
Föglö,57,12.0
Föglö,58,7.0
Föglö,59,11.0
Föglö,60,10.0
Föglö,61,0.0
Föglö,62,4.0
Föglö,63,9.0
Föglö,64,4.0
Föglö,65,8.0
Föglö,66,6.0
Föglö,67,7.0
Föglö,68,7.0
Föglö,69,4.0
Föglö,70,11.0
Föglö,71,7.0
Föglö,72,8.0
Föglö,73,8.0
Föglö,74,13.0
Föglö,75,9.0
Föglö,76,7.0
Föglö,77,8.0
Föglö,78,7.0
Föglö,79,9.0
Föglö,80,6.0
Föglö,81,3.0
Föglö,82,7.0
Föglö,83,4.0
Föglö,84,5.0
Föglö,85,3.0
Föglö,86,1.0
Föglö,87,0.0
Föglö,88,2.0
Föglö,89,2.0
Föglö,90,0.0
Föglö,91,2.0
Föglö,92,4.0
Föglö,93,1.0
Föglö,94,2.0
Föglö,95,1.0
Föglö,96,0.0
Föglö,97,1.0
Föglö,98,1.0
Föglö,99,1.0
Föglö,100 -,0.0
Geta,Total,512.0
Geta,0,3.0
Geta,1,5.0
Geta,2,5.0
Geta,3,7.0
Geta,4,9.0
Geta,5,4.0
Geta,6,8.0
Geta,7,5.0
Geta,8,2.0
Geta,9,5.0
Geta,10,7.0
Geta,11,5.0
Geta,12,6.0
Geta,13,6.0
Geta,14,7.0
Geta,15,8.0
Geta,16,4.0
Geta,17,4.0
Geta,18,3.0
Geta,19,4.0
Geta,20,2.0
Geta,21,2.0
Geta,22,0.0
Geta,23,3.0
Geta,24,2.0
Geta,25,2.0
Geta,26,2.0
Geta,27,3.0
Geta,28,3.0
Geta,29,3.0
Geta,30,4.0
Geta,31,7.0
Geta,32,4.0
Geta,33,9.0
Geta,34,2.0
Geta,35,10.0
Geta,36,3.0
Geta,37,9.0
Geta,38,8.0
Geta,39,7.0
Geta,40,11.0
Geta,41,5.0
Geta,42,11.0
Geta,43,14.0
Geta,44,7.0
Geta,45,3.0
Geta,46,6.0
Geta,47,4.0
Geta,48,4.0
Geta,49,5.0
Geta,50,2.0
Geta,51,6.0
Geta,52,7.0
Geta,53,7.0
Geta,54,7.0
Geta,55,3.0
Geta,56,7.0
Geta,57,8.0
Geta,58,2.0
Geta,59,12.0
Geta,60,7.0
Geta,61,10.0
Geta,62,14.0
Geta,63,9.0
Geta,64,6.0
Geta,65,13.0
Geta,66,8.0
Geta,67,10.0
Geta,68,8.0
Geta,69,10.0
Geta,70,9.0
Geta,71,2.0
Geta,72,7.0
Geta,73,5.0
Geta,74,3.0
Geta,75,3.0
Geta,76,3.0
Geta,77,2.0
Geta,78,5.0
Geta,79,8.0
Geta,80,2.0
Geta,81,7.0
Geta,82,4.0
Geta,83,6.0
Geta,84,5.0
Geta,85,2.0
Geta,86,4.0
Geta,87,2.0
Geta,88,1.0
Geta,89,2.0
Geta,90,4.0
Geta,91,0.0
Geta,92,1.0
Geta,93,3.0
Geta,94,0.0
Geta,95,2.0
Geta,96,2.0
Geta,97,0.0
Geta,98,0.0
Geta,99,0.0
Geta,100 -,0.0
Haapajärvi,Total,6441.0
Haapajärvi,0,47.0
Haapajärvi,1,59.0
Haapajärvi,2,58.0
Haapajärvi,3,50.0
Haapajärvi,4,65.0
Haapajärvi,5,58.0
Haapajärvi,6,73.0
Haapajärvi,7,72.0
Haapajärvi,8,80.0
Haapajärvi,9,79.0
Haapajärvi,10,76.0
Haapajärvi,11,83.0
Haapajärvi,12,80.0
Haapajärvi,13,84.0
Haapajärvi,14,83.0
Haapajärvi,15,93.0
Haapajärvi,16,105.0
Haapajärvi,17,68.0
Haapajärvi,18,86.0
Haapajärvi,19,80.0
Haapajärvi,20,60.0
Haapajärvi,21,52.0
Haapajärvi,22,43.0
Haapajärvi,23,46.0
Haapajärvi,24,53.0
Haapajärvi,25,55.0
Haapajärvi,26,56.0
Haapajärvi,27,58.0
Haapajärvi,28,53.0
Haapajärvi,29,59.0
Haapajärvi,30,63.0
Haapajärvi,31,57.0
Haapajärvi,32,64.0
Haapajärvi,33,65.0
Haapajärvi,34,60.0
Haapajärvi,35,73.0
Haapajärvi,36,52.0
Haapajärvi,37,57.0
Haapajärvi,38,68.0
Haapajärvi,39,62.0
Haapajärvi,40,54.0
Haapajärvi,41,58.0
Haapajärvi,42,75.0
Haapajärvi,43,73.0
Haapajärvi,44,84.0
Haapajärvi,45,75.0
Haapajärvi,46,73.0
Haapajärvi,47,57.0
Haapajärvi,48,66.0
Haapajärvi,49,78.0
Haapajärvi,50,72.0
Haapajärvi,51,59.0
Haapajärvi,52,61.0
Haapajärvi,53,67.0
Haapajärvi,54,74.0
Haapajärvi,55,79.0
Haapajärvi,56,78.0
Haapajärvi,57,88.0
Haapajärvi,58,78.0
Haapajärvi,59,90.0
Haapajärvi,60,90.0
Haapajärvi,61,107.0
Haapajärvi,62,94.0
Haapajärvi,63,91.0
Haapajärvi,64,104.0
Haapajärvi,65,97.0
Haapajärvi,66,100.0
Haapajärvi,67,110.0
Haapajärvi,68,106.0
Haapajärvi,69,87.0
Haapajärvi,70,91.0
Haapajärvi,71,100.0
Haapajärvi,72,117.0
Haapajärvi,73,84.0
Haapajärvi,74,96.0
Haapajärvi,75,91.0
Haapajärvi,76,85.0
Haapajärvi,77,87.0
Haapajärvi,78,96.0
Haapajärvi,79,68.0
Haapajärvi,80,62.0
Haapajärvi,81,54.0
Haapajärvi,82,45.0
Haapajärvi,83,25.0
Haapajärvi,84,42.0
Haapajärvi,85,34.0
Haapajärvi,86,33.0
Haapajärvi,87,34.0
Haapajärvi,88,19.0
Haapajärvi,89,25.0
Haapajärvi,90,23.0
Haapajärvi,91,26.0
Haapajärvi,92,13.0
Haapajärvi,93,11.0
Haapajärvi,94,8.0
Haapajärvi,95,3.0
Haapajärvi,96,2.0
Haapajärvi,97,3.0
Haapajärvi,98,3.0
Haapajärvi,99,1.0
Haapajärvi,100 -,0.0
Haapavesi,Total,6298.0
Haapavesi,0,46.0
Haapavesi,1,50.0
Haapavesi,2,49.0
Haapavesi,3,61.0
Haapavesi,4,52.0
Haapavesi,5,69.0
Haapavesi,6,62.0
Haapavesi,7,63.0
Haapavesi,8,73.0
Haapavesi,9,94.0
Haapavesi,10,83.0
Haapavesi,11,116.0
Haapavesi,12,98.0
Haapavesi,13,96.0
Haapavesi,14,101.0
Haapavesi,15,103.0
Haapavesi,16,86.0
Haapavesi,17,99.0
Haapavesi,18,97.0
Haapavesi,19,75.0
Haapavesi,20,52.0
Haapavesi,21,55.0
Haapavesi,22,47.0
Haapavesi,23,49.0
Haapavesi,24,46.0
Haapavesi,25,53.0
Haapavesi,26,34.0
Haapavesi,27,48.0
Haapavesi,28,54.0
Haapavesi,29,47.0
Haapavesi,30,64.0
Haapavesi,31,49.0
Haapavesi,32,68.0
Haapavesi,33,45.0
Haapavesi,34,72.0
Haapavesi,35,77.0
Haapavesi,36,70.0
Haapavesi,37,82.0
Haapavesi,38,83.0
Haapavesi,39,57.0
Haapavesi,40,66.0
Haapavesi,41,88.0
Haapavesi,42,84.0
Haapavesi,43,81.0
Haapavesi,44,79.0
Haapavesi,45,75.0
Haapavesi,46,80.0
Haapavesi,47,80.0
Haapavesi,48,79.0
Haapavesi,49,80.0
Haapavesi,50,61.0
Haapavesi,51,63.0
Haapavesi,52,65.0
Haapavesi,53,68.0
Haapavesi,54,58.0
Haapavesi,55,68.0
Haapavesi,56,60.0
Haapavesi,57,74.0
Haapavesi,58,76.0
Haapavesi,59,80.0
Haapavesi,60,82.0
Haapavesi,61,75.0
Haapavesi,62,78.0
Haapavesi,63,92.0
Haapavesi,64,71.0
Haapavesi,65,80.0
Haapavesi,66,84.0
Haapavesi,67,94.0
Haapavesi,68,86.0
Haapavesi,69,93.0
Haapavesi,70,109.0
Haapavesi,71,89.0
Haapavesi,72,84.0
Haapavesi,73,89.0
Haapavesi,74,92.0
Haapavesi,75,81.0
Haapavesi,76,94.0
Haapavesi,77,82.0
Haapavesi,78,70.0
Haapavesi,79,56.0
Haapavesi,80,68.0
Haapavesi,81,43.0
Haapavesi,82,44.0
Haapavesi,83,32.0
Haapavesi,84,42.0
Haapavesi,85,23.0
Haapavesi,86,28.0
Haapavesi,87,35.0
Haapavesi,88,22.0
Haapavesi,89,18.0
Haapavesi,90,20.0
Haapavesi,91,13.0
Haapavesi,92,10.0
Haapavesi,93,8.0
Haapavesi,94,9.0
Haapavesi,95,3.0
Haapavesi,96,2.0
Haapavesi,97,3.0
Haapavesi,98,1.0
Haapavesi,99,2.0
Haapavesi,100 -,1.0
Hailuoto,Total,912.0
Hailuoto,0,2.0
Hailuoto,1,1.0
Hailuoto,2,5.0
Hailuoto,3,3.0
Hailuoto,4,2.0
Hailuoto,5,2.0
Hailuoto,6,5.0
Hailuoto,7,11.0
Hailuoto,8,8.0
Hailuoto,9,6.0
Hailuoto,10,11.0
Hailuoto,11,9.0
Hailuoto,12,12.0
Hailuoto,13,6.0
Hailuoto,14,11.0
Hailuoto,15,10.0
Hailuoto,16,8.0
Hailuoto,17,8.0
Hailuoto,18,7.0
Hailuoto,19,4.0
Hailuoto,20,3.0
Hailuoto,21,2.0
Hailuoto,22,4.0
Hailuoto,23,1.0
Hailuoto,24,4.0
Hailuoto,25,2.0
Hailuoto,26,4.0
Hailuoto,27,5.0
Hailuoto,28,2.0
Hailuoto,29,7.0
Hailuoto,30,6.0
Hailuoto,31,4.0
Hailuoto,32,5.0
Hailuoto,33,3.0
Hailuoto,34,1.0
Hailuoto,35,4.0
Hailuoto,36,6.0
Hailuoto,37,9.0
Hailuoto,38,7.0
Hailuoto,39,11.0
Hailuoto,40,7.0
Hailuoto,41,8.0
Hailuoto,42,8.0
Hailuoto,43,10.0
Hailuoto,44,9.0
Hailuoto,45,7.0
Hailuoto,46,10.0
Hailuoto,47,12.0
Hailuoto,48,8.0
Hailuoto,49,16.0
Hailuoto,50,8.0
Hailuoto,51,14.0
Hailuoto,52,9.0
Hailuoto,53,14.0
Hailuoto,54,14.0
Hailuoto,55,10.0
Hailuoto,56,12.0
Hailuoto,57,11.0
Hailuoto,58,22.0
Hailuoto,59,12.0
Hailuoto,60,15.0
Hailuoto,61,13.0
Hailuoto,62,19.0
Hailuoto,63,21.0
Hailuoto,64,11.0
Hailuoto,65,13.0
Hailuoto,66,22.0
Hailuoto,67,17.0
Hailuoto,68,18.0
Hailuoto,69,17.0
Hailuoto,70,16.0
Hailuoto,71,11.0
Hailuoto,72,18.0
Hailuoto,73,20.0
Hailuoto,74,20.0
Hailuoto,75,16.0
Hailuoto,76,21.0
Hailuoto,77,21.0
Hailuoto,78,22.0
Hailuoto,79,22.0
Hailuoto,80,20.0
Hailuoto,81,11.0
Hailuoto,82,15.0
Hailuoto,83,12.0
Hailuoto,84,8.0
Hailuoto,85,7.0
Hailuoto,86,7.0
Hailuoto,87,8.0
Hailuoto,88,7.0
Hailuoto,89,8.0
Hailuoto,90,5.0
Hailuoto,91,1.0
Hailuoto,92,2.0
Hailuoto,93,1.0
Hailuoto,94,1.0
Hailuoto,95,2.0
Hailuoto,96,1.0
Hailuoto,97,1.0
Hailuoto,98,0.0
Hailuoto,99,0.0
Hailuoto,100 -,0.0
Halsua,Total,975.0
Halsua,0,5.0
Halsua,1,6.0
Halsua,2,4.0
Halsua,3,6.0
Halsua,4,6.0
Halsua,5,7.0
Halsua,6,11.0
Halsua,7,5.0
Halsua,8,13.0
Halsua,9,4.0
Halsua,10,11.0
Halsua,11,13.0
Halsua,12,10.0
Halsua,13,16.0
Halsua,14,9.0
Halsua,15,13.0
Halsua,16,11.0
Halsua,17,7.0
Halsua,18,11.0
Halsua,19,9.0
Halsua,20,6.0
Halsua,21,4.0
Halsua,22,5.0
Halsua,23,1.0
Halsua,24,6.0
Halsua,25,6.0
Halsua,26,3.0
Halsua,27,8.0
Halsua,28,4.0
Halsua,29,9.0
Halsua,30,10.0
Halsua,31,4.0
Halsua,32,6.0
Halsua,33,13.0
Halsua,34,8.0
Halsua,35,6.0
Halsua,36,8.0
Halsua,37,9.0
Halsua,38,4.0
Halsua,39,6.0
Halsua,40,8.0
Halsua,41,10.0
Halsua,42,11.0
Halsua,43,10.0
Halsua,44,8.0
Halsua,45,11.0
Halsua,46,14.0
Halsua,47,12.0
Halsua,48,9.0
Halsua,49,6.0
Halsua,50,15.0
Halsua,51,11.0
Halsua,52,12.0
Halsua,53,13.0
Halsua,54,10.0
Halsua,55,15.0
Halsua,56,9.0
Halsua,57,12.0
Halsua,58,16.0
Halsua,59,15.0
Halsua,60,12.0
Halsua,61,16.0
Halsua,62,11.0
Halsua,63,16.0
Halsua,64,18.0
Halsua,65,19.0
Halsua,66,19.0
Halsua,67,11.0
Halsua,68,19.0
Halsua,69,18.0
Halsua,70,17.0
Halsua,71,11.0
Halsua,72,19.0
Halsua,73,25.0
Halsua,74,17.0
Halsua,75,22.0
Halsua,76,15.0
Halsua,77,19.0
Halsua,78,15.0
Halsua,79,11.0
Halsua,80,16.0
Halsua,81,10.0
Halsua,82,4.0
Halsua,83,9.0
Halsua,84,9.0
Halsua,85,5.0
Halsua,86,11.0
Halsua,87,9.0
Halsua,88,10.0
Halsua,89,7.0
Halsua,90,6.0
Halsua,91,5.0
Halsua,92,3.0
Halsua,93,3.0
Halsua,94,2.0
Halsua,95,1.0
Halsua,96,2.0
Halsua,97,1.0
Halsua,98,0.0
Halsua,99,1.0
Halsua,100 -,1.0
Hamina,Total,19113.0
Hamina,0,97.0
Hamina,1,81.0
Hamina,2,99.0
Hamina,3,118.0
Hamina,4,136.0
Hamina,5,117.0
Hamina,6,128.0
Hamina,7,135.0
Hamina,8,129.0
Hamina,9,170.0
Hamina,10,171.0
Hamina,11,193.0
Hamina,12,200.0
Hamina,13,195.0
Hamina,14,212.0
Hamina,15,215.0
Hamina,16,221.0
Hamina,17,182.0
Hamina,18,212.0
Hamina,19,165.0
Hamina,20,164.0
Hamina,21,122.0
Hamina,22,140.0
Hamina,23,125.0
Hamina,24,147.0
Hamina,25,118.0
Hamina,26,125.0
Hamina,27,121.0
Hamina,28,156.0
Hamina,29,147.0
Hamina,30,185.0
Hamina,31,169.0
Hamina,32,167.0
Hamina,33,203.0
Hamina,34,168.0
Hamina,35,181.0
Hamina,36,181.0
Hamina,37,196.0
Hamina,38,200.0
Hamina,39,180.0
